"case-app_2.11","75","0.11664074659347534"
"case-app_2.10","38","0.059097979217767715"
"scalacheck-shapeless_2.11","11","0.01710730977356434"
"argonaut-shapeless_2.11","7","0.01088646985590458"
"shapeless-refined-std_2.11","14","0.02177293971180916"
"argonaut-shapeless_2.10","8","0.012441679835319519"
"scalacheck-shapeless_2.10","7","0.01088646985590458"
"scalacheck-shapeless_1.12_2.10","37","0.057542767375707626"
"argonaut-shapeless_6.1_2.10","41","0.06376361101865768"
"argonaut-shapeless_6.1_2.11","127","0.19751165807247162"
"scalacheck-shapeless_1.12_2.11","191","0.29704511165618896"
"coursier-files_2.11","7","0.01088646985590458"
"coursier-cli_2.10","8","0.012441679835319519"
"root_2.11","7","0.01088646985590458"
"coursier_2.11","7","0.01088646985590458"
"coursier_sjs0.6_2.10","7","0.01088646985590458"
"web_sjs0.6_2.10","7","0.01088646985590458"
"coursier-files_2.10","7","0.01088646985590458"
"root_2.10","8","0.012441679835319519"
"coursier_sjs0.6_2.11","7","0.01088646985590458"
"web_sjs0.6_2.11","7","0.01088646985590458"
"coursier_2.10","7","0.01088646985590458"
"coursier-cli_2.11","8","0.012441679835319519"
