"case-app_2.11","84","0.09210526198148727"
"case-app_2.10","48","0.05263157933950424"
"scalacheck-shapeless_2.11","8","0.008771929889917374"
"argonaut-shapeless_2.11","8","0.008771929889917374"
"shapeless-refined-std_2.11","11","0.012061403132975101"
"argonaut-shapeless_2.10","8","0.008771929889917374"
"scalacheck-shapeless_2.10","8","0.008771929889917374"
"scalacheck-shapeless_1.12_2.10","28","0.030701754614710808"
"argonaut-shapeless_6.1_2.10","40","0.04385964944958687"
"argonaut-shapeless_6.1_2.11","108","0.1184210553765297"
"scalacheck-shapeless_1.12_2.11","433","0.47478070855140686"
"coursier-files_2.11","11","0.012061403132975101"
"coursier-cli_2.10","12","0.01315789483487606"
"root_2.11","10","0.010964912362396717"
"coursier_2.11","11","0.012061403132975101"
"coursier_sjs0.6_2.10","10","0.010964912362396717"
"web_sjs0.6_2.10","10","0.010964912362396717"
"coursier-files_2.10","12","0.01315789483487606"
"root_2.10","10","0.010964912362396717"
"coursier_sjs0.6_2.11","10","0.010964912362396717"
"web_sjs0.6_2.11","10","0.010964912362396717"
"coursier_2.10","10","0.010964912362396717"
"coursier-cli_2.11","12","0.01315789483487606"
