"scalacheck-shapeless_1.13_sjs0.6_2.13.0-M1","10","3.6699941847473383E-4"
"shapeless_native0.3_2.11","7","2.5689959875307977E-4"
"argonaut-shapeless_6.2_native0.3_2.11","22","8.073986973613501E-4"
"argonaut-shapeless_6.2_sjs0.6_2.10","23","8.440986275672913E-4"
"argonaut-shapeless_6.2_sjs0.6_2.11","22","8.073986973613501E-4"
"argonaut-shapeless_6.2_sjs0.6_2.12","22","8.073986973613501E-4"
"case-app-annotations_2.13.0-M2","17","6.238989881239831E-4"
"case-app-annotations_sjs0.6_2.13.0-M2","16","5.871990579180419E-4"
"case-app-util_2.13.0-M2","18","6.605989183299243E-4"
"case-app-util_sjs0.6_2.13.0-M2","17","6.238989881239831E-4"
"case-app_2.13.0-M2","19","6.972989067435265E-4"
"case-app_sjs0.6_2.13.0-M2","16","5.871990579180419E-4"
"scalacheck-shapeless_1.13_2.13.0-M2","23","8.440986275672913E-4"
"scalacheck-shapeless_1.13_sjs0.6_2.13.0-M2","24","8.807986159808934E-4"
