"case-app_2.11","52928","0.2020353227853775"
"case-app_2.10","206","7.863375940360129E-4"
"scalacheck-shapeless_2.11","6","2.2903035642229952E-5"
"argonaut-shapeless_2.11","2","7.634345820406452E-6"
"shapeless-refined-std_2.11","7","2.6720208552433178E-5"
"argonaut-shapeless_2.10","5","1.9085862732026726E-5"
"scalacheck-shapeless_2.10","5","1.9085862732026726E-5"
"scalacheck-shapeless_1.12_2.10","25","9.542932093609124E-5"
"argonaut-shapeless_6.1_2.10","47","1.794071140466258E-4"
"argonaut-shapeless_6.1_2.11","444","0.001694824662990868"
"scalacheck-shapeless_1.12_2.11","1311","0.005004313308745623"
"coursier-files_2.11","11","4.198890019324608E-5"
"coursier-cli_2.10","5","1.9085862732026726E-5"
"root_2.11","5","1.9085862732026726E-5"
"coursier_2.11","60","2.2903036733623594E-4"
"coursier_sjs0.6_2.10","44","1.6795560077298433E-4"
"web_sjs0.6_2.10","7","2.6720208552433178E-5"
"coursier-files_2.10","11","4.198890019324608E-5"
"root_2.10","5","1.9085862732026726E-5"
"coursier_sjs0.6_2.11","37","1.4123538858257234E-4"
"web_sjs0.6_2.11","3","1.1451517821114976E-5"
"coursier_2.10","73","2.7865360607393086E-4"
"coursier-cli_2.11","37","1.4123538858257234E-4"
"coursier-bootstrap","3","1.1451517821114976E-5"
"case-app-util_sjs0.6_2.11","176","6.718224030919373E-4"
"coursier-cache_2.10","38","1.4505255967378616E-4"
"coursier-cache_2.11","39","1.4886973076499999E-4"
"case-app-util_2.11","52924","0.2020200490951538"
"case-app_sjs0.6_2.11","71","2.710192638915032E-4"
"shapeless-compat_2.11","211","8.054234203882515E-4"
"argonaut-refined_6.1_2.10","22","8.397780038649216E-5"
"argonaut-refined_6.1_2.11","22","8.397780038649216E-5"
"shapeless-compat_sjs0.6_2.10","21","8.016062929527834E-5"
"shapeless-compat_2.10","33","1.2596670421771705E-4"
"shapeless-compat_sjs0.6_2.11","19","7.252627983689308E-5"
"case-app-util_sjs0.6_2.10","163","6.221991498023272E-4"
"case-app_sjs0.6_2.10","161","6.145648076198995E-4"
"case-app-util_2.10","161","6.145648076198995E-4"
"coursier-cache-java-6_2.10","13","4.962324601365253E-5"
"coursier-cache-java-6_2.11","15","5.7257591834058985E-5"
"coursier-cli-java-6_2.11","13","4.962324601365253E-5"
"coursier-java-6_2.10","14","5.3440417104866356E-5"
"coursier-java-6_2.11","15","5.7257591834058985E-5"
"coursier-java-6_sjs0.6_2.10","11","4.198890019324608E-5"
"coursier-java-6_sjs0.6_2.11","12","4.5806071284459904E-5"
"scalacheck-shapeless_1.13_2.10","67","2.557505795266479E-4"
"scalacheck-shapeless_1.13_2.11","3651","0.013936497271060944"
"scalacheck-shapeless_1.13_sjs0.6_2.10","61","2.3284753842744976E-4"
